coin_name,website,ip,org,city,country,region,loc,postal,timezone,ip_location_error,hostname,anycast
0Cash,https://0cash.org,49.12.7.204,AS24940 Hetzner Online GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,static.204.7.12.49.clients.your-server.de,
Safe SeaFood,http://www.safeseafoodcoin.com,72.167.191.69,"AS26496 GoDaddy.com, LLC",Los Angeles,US,California,"34.0522,-118.2437",90009,America/Los_Angeles,Error,ip-72-167-191-69.ip.secureserver.net,
Beyondcoin,https://beyondcoin.io,34.233.38.119,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ec2-34-233-38-119.compute-1.amazonaws.com,
KuberbitCoin,https://kuberbitcoin.co.za,169.239.182.46,AS37153 Xneelo (Pty) Ltd,Johannesburg,ZA,Gauteng,"-26.2023,28.0436",2041,Africa/Johannesburg,Error,cp5-za1.host-ww.net,
KuberbitCoin,https://kuberbitcoin.co.za,169.239.182.46,AS37153 Xneelo (Pty) Ltd,Johannesburg,ZA,Gauteng,"-26.2023,28.0436",2041,Africa/Johannesburg,Error,cp5-za1.host-ww.net,
VeggieCoin,https://www.veggiecoin.io,104.21.73.162,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ClassicBitcoin,http://bitclassic.info,104.219.248.90,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server135-4.web-hosting.com,
Armor,https://armornetwork.org,62.171.176.187,AS51167 Contabo GmbH,Munich,DE,Bavaria,"48.1374,11.5755",80331,Europe/Berlin,Error,vmi381277.contaboserver.net,
Nibble,https://www.nibble-nibble.com,35.247.254.172,AS15169 Google LLC,São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,172.254.247.35.bc.googleusercontent.com,
Kreds,https://kredsblockchain.com,45.34.116.118,AS40676 Psychz Networks,Los Angeles,US,California,"34.0522,-118.2437",90009,America/Los_Angeles,Error,,
BitToro,https://bittoro.network,172.67.134.248,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitcoinMoney,https://bitcoinmoney.digital,34.102.136.180,AS15169 Google LLC,Kansas City,US,Missouri,"39.0997,-94.5786",64121,America/Chicago,,180.136.102.34.bc.googleusercontent.com,True
Meraki,https://meraki.cash,85.13.149.203,AS34788 Neue Medien Muennich GmbH,Neusalza-Spremberg,DE,Saxony,"51.0395,14.5356",02742,Europe/Berlin,Error,dd32128.kasserver.com,
IsotopeC,https://isotopec.org/,,,,,,,,,Error,,
TriveChain,https://trivechain.com,104.21.1.218,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Aquachain,https://aquachain.github.io,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
Australia Cash,https://australiacash.org,45.32.241.152,"AS20473 The Constant Company, LLC",Melbourne,AU,Victoria,"-37.8140,144.9633",3000,Australia/Melbourne,Error,45.32.241.152.vultr.com,
Nilu,http://nilu.tech,172.67.176.6,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Perkle,https://esprezzo.io,65.8.205.12,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,,
ArtByte,https://www.artbyte.me,104.26.4.13,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Marscoin,http://www.marscoin.org,104.131.61.206,"AS14061 DigitalOcean, LLC",Clifton,US,New Jersey,"40.8344,-74.1377",07014,America/New_York,Error,,
Moneta Verde,https://mcn.green,172.67.162.148,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
FuturoCoin,https://futurocoin.com,18.196.137.237,"AS16509 Amazon.com, Inc.",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,ec2-18-196-137-237.eu-central-1.compute.amazonaws.com,
Sia Classic,https://siaclassic.org,37.48.65.143,AS60781 LeaseWeb Netherlands B.V.,Soest,NL,Utrecht,"52.1733,5.2917",3765,Europe/Amsterdam,Error,,
BitcoinX,https://bcx.org,192.169.197.112,"AS26496 GoDaddy.com, LLC",Las Vegas,US,Nevada,"36.1750,-115.1372",89111,America/Los_Angeles,Error,ip-192-169-197-112.ip.secureserver.net,
V-Dimension,,,,,,,,,,Error,,
Dinastycoin,http://www.dinastycoin.com,77.81.237.102,AS31034 Aruba S.p.A.,Milan,IT,Lombardy,"45.4643,9.1895",20121,Europe/Rome,Error,host102-237-81-77.serverdedicati.aruba.it,
Super Bitcoin,http://superbtc.org,47.75.142.205,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,HK,Central and Western,"22.2783,114.1747",,Asia/Hong_Kong,Error,,
BitcoinVault,https://bitcoinvault.global,191.34.33.139,AS18881 TELEFÔNICA BRASIL S.A,Belo Horizonte,BR,Minas Gerais,"-19.9208,-43.9378",30000-000,America/Sao_Paulo,Error,191.34.33.139.static.adsl.gvt.net.br,
BADcoin,https://badcoin.net,69.163.165.228,"AS26347 New Dream Network, LLC",Portland,US,Oregon,"45.5234,-122.6762",97207,America/Los_Angeles,Error,apache2-xenon.newberg.dreamhost.com,
Bitflate,https://bitflate.org,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
Long coin,http://longcoin.online,68.65.120.142,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server175-1.web-hosting.com,
AurumCoin,http://www.aurumcoin.com,162.241.26.40,AS46606 Unified Layer,Omaha,US,Nebraska,"41.2563,-95.9404",68101,America/Chicago,Error,162-241-26-40.unifiedlayer.com,
Katzcoin,,,,,,,,,,Error,,
KryptoFranc,https://kryptofranc.com,5.9.77.101,AS24940 Hetzner Online GmbH,Berlin,DE,Berlin,"52.5244,13.4105",10178,Europe/Berlin,Error,kryptofranc.com,
Swingcoin,,,,,,,,,,Error,,
Bitcoin Virtual Gold,https://bitcoinvg.github.io,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
Cheetahcoin,,,,,,,,,,Error,,
EtherSocial,https://ethersocial.network,104.21.72.227,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Atheios,https://www.atheios.com,199.59.242.153,"AS395082 Bodis, LLC",Newark,US,New Jersey,"40.7357,-74.1724",07175,America/New_York,Error,,
Xerom,https://xerom.org,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
Joys Digital,https://joys.digital,34.90.84.98,AS15169 Google LLC,Groningen,NL,Groningen,"53.2192,6.5667",9711,Europe/Amsterdam,Error,98.84.90.34.bc.googleusercontent.com,
Sumcoin,https://sumcoin.org,68.183.170.102,"AS14061 DigitalOcean, LLC",Santa Clara,US,California,"37.3483,-121.9844",95051,America/Los_Angeles,Error,sumcoin.org,
Nyancoin,https://www.nyancoin.info,46.235.227.47,AS44684 Mythic Beasts Ltd,London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,enigma.flameport.com,
Linx,https://mylinx.io,213.32.21.204,AS16276 OVH SAS,Gravelines,FR,Hauts-de-France,"50.9865,2.1281",59820,Europe/Paris,Error,204.ip-213-32-21.eu,
LunaCoin,https://bitluna.org,199.115.116.216,"AS30633 Leaseweb USA, Inc.",Washington,US,"Washington, D.C.","38.8951,-77.0364",20045,America/New_York,Error,,
CampusCoin,https://www.campuscoinproject.org,3.130.136.196,"AS16509 Amazon.com, Inc.",Hilliard,US,Ohio,"40.0334,-83.1582",43026,America/New_York,Error,ec2-3-130-136-196.us-east-2.compute.amazonaws.com,
BADcoin,https://badcoin.net,69.163.165.228,"AS26347 New Dream Network, LLC",Portland,US,Oregon,"45.5234,-122.6762",97207,America/Los_Angeles,Error,apache2-xenon.newberg.dreamhost.com,
United SciFi,http://www.scificrypto.info,23.229.224.102,"AS26496 GoDaddy.com, LLC",Phoenix,US,Arizona,"33.4484,-112.0740",85001,America/Phoenix,Error,ip-23-229-224-102.ip.secureserver.net,
Spots,http://www.spt.22web.org,185.27.134.110,AS34119 Wildcard UK Limited,Newcastle upon Tyne,GB,England,"54.9733,-1.6140",NE1,Europe/London,Error,,
HFRcoin,http://www.hfrco.in,62.210.101.102,AS12876 ONLINE S.A.S.,Paris,FR,Île-de-France,"48.8534,2.3488",75000,Europe/Paris,Error,62-210-101-102.rev.poneytelecom.eu,
FCKcoin,http://fckcoin.org,23.236.62.147,AS15169 Google LLC,Council Bluffs,US,Iowa,"41.2619,-95.8608",51502,America/Chicago,Error,147.62.236.23.bc.googleusercontent.com,
IrishCoin,http://www.irishcoin.org,184.168.131.241,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-184-168-131-241.ip.secureserver.net,
Dobbscoin,http://www.dobbscoin.info/index.bob.php,,,,,,,,,Error,,
Sakuracoin,https://sakuracoin.wordpress.com,192.0.78.12,"AS2635 Automattic, Inc",San Francisco,US,California,"37.7509,-122.4153",94110,America/Los_Angeles,Error,,True
CommuterCoin,https://www.commutercoin.co.uk,176.67.160.8,AS13213 UK-2 Limited,London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,uk2sitebuilder.com,
NewEnglandCoin,https://nengcoin.org,162.241.244.73,AS46606 Unified Layer,Houston,US,Texas,"29.7633,-95.3633",77052,America/Chicago,Error,box5121.bluehost.com,
Blazecoin,http://blazeco.in,89.187.164.66,AS60068 Datacamp Limited,Dallas,US,Texas,"32.7781,-96.8054",75202,America/Chicago,Error,edge-491.b-cdn.net,
DigitalEuro,http://www.digitaleuro.info,78.141.210.46,"AS20473 The Constant Company, LLC",Amsterdam,NL,North Holland,"52.4027,4.7592",1047,Europe/Amsterdam,Error,78.141.210.46.vultr.com,
Aricoin,https://aricoin.org,104.21.79.192,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
WayaWolfCoin,http://wayawolfcoin.org,172.67.171.44,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
MurfCoin,http://www.murfcoin.org,18.217.66.158,"AS16509 Amazon.com, Inc.",Hilliard,US,Ohio,"40.0334,-83.1582",43026,America/New_York,Error,ec2-18-217-66-158.us-east-2.compute.amazonaws.com,
BitGem,https://bitgem.rocks,65.102.140.115,"AS209 CenturyLink Communications, LLC",Seattle,US,Washington,"47.6036,-122.3256",98104,America/Los_Angeles,Error,mail.ixio.com,
DingoDollars,,,,,,,,,,Error,,
BottleCapsPlus,,,,,,,,,,Error,,
Kronecoin,https://www.kronecoin.org,172.67.190.241,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BlazerCoin,http://blazercoin.cf,172.67.185.3,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Oracol,https://www.oracol.mobi,212.1.210.185,AS47583 Hostinger International Limited,Atlanta,US,Georgia,"33.7490,-84.3880",30302,America/New_York,Error,cpl74.hosting24.com,
Bitvaluta,https://bitvaluta.org,67.227.226.240,"AS32244 Liquid Web, L.L.C",Lansing,US,Michigan,"42.7325,-84.5555",48901,America/Detroit,Error,lb01.parklogic.com,
FloripaCoin,,,,,,,,,,Error,,
FreakChain,https://freakhouse.dev,104.21.42.112,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Bunnycoin,http://bunnycoin.org,198.54.115.6,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,host41.registrar-servers.com,
Trinity,https://trinitycointty.weebly.com,199.34.228.53,"AS27647 Weebly, Inc.",San Francisco,US,California,"37.7749,-122.4194",94103,America/Los_Angeles,Error,pages-wildcard-1.weebly.com,
FlapXCoin,https://flapxcoin.com,216.239.36.21,AS15169 Google LLC,Mountain View,US,California,"37.4056,-122.0775",94043,America/Los_Angeles,,any-in-2415.1e100.net,True
ScooterCoin,https://scootercoin.org,195.74.38.66,AS35041 Binero AB,Stockholm,SE,Stockholm,"59.3294,18.0687",100 05,Europe/Stockholm,Error,cl-05.atm.binero.net,
Browncoin,,,,,,,,,,Error,,
Cubic,https://cubicstakes.tech,198.54.126.99,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server51-1.web-hosting.com,
Rosecoin,https://www.rocheston.com/rocheston-resources/rosecoin,,,,,,,,,Error,,
CubicverseCoin,https://www.cubicversecoin.org,208.82.114.168,"AS33322 Network Data Center Host, Inc.",San Clemente,US,California,"33.4270,-117.6120",92672,America/Los_Angeles,Error,d05272a8.ptr.provps.com,
Pay Central Service,https://paycentralservice.site,,,,,,,,,Error,,
VirtaCoin,http://www.virtacoin.online,51.89.48.112,AS16276 OVH SAS,Leverkusen,DE,North Rhine-Westphalia,"51.0500,7.0167",51381,Europe/Berlin,Error,ip112.ip-51-89-48.eu,
SelaCoin,https://sela-coin.com,104.21.90.107,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ConnectiCoin,http://connecticoin.com,173.201.176.176,"AS398101 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-173-201-176-176.ip.secureserver.net,
Snatcoin,https://snatcoin.org,188.166.222.234,"AS14061 DigitalOcean, LLC",Singapore,SG,Singapore,"1.3215,103.6957",627753,Asia/Singapore,Error,,
Doriancoin,https://doriancoin.org,70.114.25.192,AS11427 Charter Communications Inc,New Braunfels,US,Texas,"29.7229,-98.0742",78130,America/Chicago,Error,cpe-70-114-25-192.satx.res.rr.com,
Minidoge,http://minidoge.pw,199.188.200.199,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server244-1.web-hosting.com,
BitcoinFlex,https://bitcoinflex.org,144.202.22.212,"AS20473 The Constant Company, LLC",Wausau,US,Florida,"30.6321,-85.5888",32463,America/Chicago,Error,144.202.22.212.vultr.com,
BarrelCrudeCoin,https://www.barrelcrudecoin.com,104.21.90.98,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
VoltPotCoin,https://voltpot.org,104.21.8.116,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Bitzec,https://bitzec.github.io,185.199.110.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-110-153.github.com,True
SouljaCoin,https://souljacoin.cash,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
Collidercoin,https://cryptocollider.com,172.67.147.39,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
B2B Coin,https://b2bcoin.xyz,144.217.250.232,AS16276 OVH SAS,Montréal,CA,Quebec,"45.5088,-73.5878",H2W,America/Toronto,Error,s14-250-232.thcservers.com,
TycheCash,https://tyche.cash,184.168.131.241,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-184-168-131-241.ip.secureserver.net,
LuKa,https://www.cryptoluka.cl,190.196.222.41,AS262237 Orbyta S.A.,Santiago,CL,Santiago Metropolitan,"-33.4569,-70.6483",8320000,America/Santiago,Error,servidor.gdm.cl,
BeFrank,http://www.getfrank.be,81.95.126.77,AS42160 lcp nv,Gent,BE,Flanders,"51.0500,3.7167",9000,Europe/Brussels,Error,v031.belgianhosting.net,
XCoin,https://xcoin.ninja,,,,,,,,,Error,,
BitCoal,https://bitcoal.io,195.181.163.193,AS60068 Datacamp Limited,Miami,US,Florida,"25.7629,-80.1895",33131,America/New_York,Error,datapacket.com,
Infinium-8,https://infinium.space,45.80.149.111,AS204641 HOSTGW SRL,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
Societatis,https://societatis.io,172.67.222.227,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
InvestCoin,https://investcoin.pro,81.177.165.51,AS8342 JSC RTComm.RU,Moscow,RU,Moscow,"55.7522,37.6156",101000,Europe/Moscow,Error,,
VirtacoinPlus,https://www.virtacoin.plus,79.98.29.4,AS62282 UAB Rakrejus,Vilnius,LT,Vilnius,"54.6863,25.2028",04306,Europe/Vilnius,Error,azalija.serveriai.lt,
PvPCoin,http://plavpla.com,184.168.131.241,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-184-168-131-241.ip.secureserver.net,
Swipp Coin,http://www.swippcoin.com,88.131.213.114,AS1257 TELE2,Stockholm,SE,Stockholm,"59.3294,18.0687",100 05,Europe/Stockholm,Error,,
iCash,https://icash.bittogether.com,51.68.154.86,AS16276 OVH SAS,Warsaw,PL,Mazovia,"52.2298,21.0118",00-010,Europe/Warsaw,Error,sofi.hosting.energy,
Super8,https://super8.network,68.65.122.45,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server164-4.web-hosting.com,
GraniteCoin,,,,,,,,,,Error,,
LKS Coin,https://www.lksfoundation.org,157.245.22.246,"AS14061 DigitalOcean, LLC",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
Safecrex,https://www.safecrex.trade,104.21.34.94,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Xazab,https://xazab.xyz,34.71.145.63,AS15169 Google LLC,Council Bluffs,US,Iowa,"41.2619,-95.8608",51502,America/Chicago,Error,63.145.71.34.bc.googleusercontent.com,
BitcoinGem,https://bitcoingem.org,149.28.186.218,"AS20473 The Constant Company, LLC",Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
Shilling,https://digitalshilling.org,198.54.116.174,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server224-5.web-hosting.com,
Hyperspace,https://hspace.app,45.33.88.197,"AS63949 Linode, LLC",Morris Plains,US,New Jersey,"40.8223,-74.4569",07927,America/New_York,Error,li1034-197.members.linode.com,
BitcoinClashic,https://title.network,192.34.108.74,AS23033 Wowrack.com,Seattle,US,Washington,"47.6062,-122.3321",98111,America/Los_Angeles,Error,additionalcourses.com,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
BADcoin,https://badcoin.net,69.163.165.228,"AS26347 New Dream Network, LLC",Portland,US,Oregon,"45.5234,-122.6762",97207,America/Los_Angeles,Error,apache2-xenon.newberg.dreamhost.com,
Slice,https://slicex.cc,104.21.92.158,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BADcoin,https://badcoin.net,69.163.165.228,"AS26347 New Dream Network, LLC",Portland,US,Oregon,"45.5234,-122.6762",97207,America/Los_Angeles,Error,apache2-xenon.newberg.dreamhost.com,
OmotenashiCoin,http://www.omotenashicoin.site,157.7.107.92,"AS7506 GMO Internet,Inc",Tokyo,JP,Tokyo,"35.6895,139.6917",151-0052,Asia/Tokyo,Error,157-7-107-92.virt.lolipop.jp,
KumaCoin,https://kuma1.kumacoin.dev,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
Bitcoin Candy,https://cdy.one,172.67.137.198,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ExchangeCoin,https://excc.co,172.67.80.77,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Grimm,https://grimmw.io,198.54.120.226,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,premium59-3.web-hosting.com,
Litecash,https://lite-cash.com,208.113.198.76,"AS26347 New Dream Network, LLC",Washington,US,"Washington, D.C.","38.8951,-77.0364",20045,America/New_York,Error,apache2-udder.rabun.dreamhost.com,
ParsiCoin,https://parsicoin.net,138.201.141.77,AS24940 Hetzner Online GmbH,Oberdorla,DE,Thuringia,"51.1658,10.4216",99986,Europe/Berlin,Error,static.77.141.201.138.clients.your-server.de,
Dtor,http://dtor.org,104.238.174.144,"AS20473 The Constant Company, LLC",London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,104.238.174.144.vultr.com,
Fango,https://fandom.gold,162.255.119.159,"AS22612 Namecheap, Inc.",Los Angeles,US,California,"34.0614,-118.2385",90012,America/Los_Angeles,Error,,
Infinium-8,https://infinium.space,45.80.149.111,AS204641 HOSTGW SRL,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
Bitsum,https://bitsum.money,,,,,,,,,Error,,
WeChain Coin,http://www.wechaincoin.info,2.57.89.24,AS47583 Hostinger International Limited,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
Infinium-8,https://infinium.space,45.80.149.111,AS204641 HOSTGW SRL,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
Tritanium,https://tritanium.io,208.109.53.17,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-208-109-53-17.ip.secureserver.net,
Worktips,https://worktips.xyz,198.54.117.197,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,,
Bitcoin Hekaton,https://www.bitcoinhekaton.com,167.86.85.141,AS51167 Contabo GmbH,Oberdorla,DE,Thuringia,"51.1658,10.4216",99986,Europe/Berlin,Error,vmi265454.contaboserver.net,
Pixel Project,https://pixel.rocks,52.58.78.16,"AS16509 Amazon.com, Inc.",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,ec2-52-58-78-16.eu-central-1.compute.amazonaws.com,
Chimera,https://chimeraproject.io,172.67.148.237,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Elphyrecoin,https://www.elphyrecoin.xyz,198.252.98.58,AS20068 Hawk Host Inc.,Commerce,US,California,"34.0006,-118.1598",90040,America/Los_Angeles,Error,198.252.98.58-static.reverse.arandomserver.com,
Avrio,https://avrio-project.github.io/avrio.network,,,,,,,,,Error,,
FTSCoin,http://ftscoin.xyz,76.104.206.96,"AS7922 Comcast Cable Communications, LLC",Bellingham,US,Washington,"48.7595,-122.4882",98227,America/Los_Angeles,Error,c-76-104-206-96.hsd1.wa.comcast.net,
Spitch,,,,,,,,,,Error,,
Ionize,http://www.ionize.xyz,178.238.226.229,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,vmi435356.contaboserver.net,
Goodness,http://goodnesscoin.xyz,31.31.198.58,"AS197695 Domain names registrar REG.RU, Ltd",Moscow,RU,Moscow,"55.7522,37.6156",101000,Europe/Moscow,Error,server251.hosting.reg.ru,
CryptoPayAfrica,https://cryptopay.org.za,157.245.174.176,"AS14061 DigitalOcean, LLC",Santa Clara,US,California,"37.3483,-121.9844",95051,America/Los_Angeles,Error,,
NimboCoin,https://www.nimbocoin.com,35.247.254.172,AS15169 Google LLC,São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,172.254.247.35.bc.googleusercontent.com,
Ombre,http://www.ombrecoin.com,,,,,,,,,Error,,
Cache,https://cxche.org,51.79.100.195,AS16276 OVH SAS,Montréal,CA,Quebec,"45.5088,-73.5878",H2W,America/Toronto,Error,cxche.org,
CryptoCoin,http://crypt-o-coin.cash,136.244.68.73,"AS20473 The Constant Company, LLC",London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,mail.wantit.ie,
c0ban,https://www.c0ban.co,18.235.215.12,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ec2-18-235-215-12.compute-1.amazonaws.com,
Alpenschilling,https://alpenschilling.cash,,,,,,,,,Error,,
TourCoin,https://tourcoin.info,45.118.135.69,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,tourcoin.info,
MoonDEX,https://moondex.org,172.67.73.8,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
DangerCoin,https://dangercoin.org,212.237.1.56,AS31034 Aruba S.p.A.,Rome,IT,Latium,"41.8919,12.5113",00118,Europe/Rome,Error,host56-1-237-212.serverdedicati.aruba.it,
Ktccoin,https://ktc.network,185.213.209.143,AS204601 Zomro B.V.,Soest,NL,Utrecht,"52.1733,5.2917",3765,Europe/Amsterdam,Error,ktc.exchange,
LuckyBit,https://luckybitcoin.org,157.230.4.41,"AS14061 DigitalOcean, LLC",North Bergen,US,New Jersey,"40.8043,-74.0121",07047,America/New_York,Error,ubuntu-luckybitcoin.org,
Halcyon,http://halcyon.top,162.217.250.114,AS58305 SYN LTD,Washington,US,"Washington, D.C.","38.8951,-77.0364",20045,America/New_York,Error,atlas.phoenixcoin.org,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
Koto,https://ko-to.org,104.21.61.143,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BADcoin,https://badcoin.net,69.163.165.228,"AS26347 New Dream Network, LLC",Portland,US,Oregon,"45.5234,-122.6762",97207,America/Los_Angeles,Error,apache2-xenon.newberg.dreamhost.com,
StoneCoin,http://stonecoin.rocks,104.247.82.13,AS206834 Team Internet AG,Windsor,CA,Ontario,"42.3001,-83.0165",N8X,America/Toronto,Error,,
Placeholders,https://placeh.io,172.67.140.75,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Historia,http://historia.network,45.32.200.164,"AS20473 The Constant Company, LLC",Dallas,US,Texas,"32.7831,-96.8067",75270,America/Chicago,Error,45.32.200.164.vultr.com,
Taonacoin,http://taonacoin.com,192.64.119.84,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,,
Reden,https://reden.reviews,178.62.246.142,"AS14061 DigitalOcean, LLC",Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
